id	name	num_orgs	num_tta_genes	num_fs	num_tta_fs_genes	descr
1007455	lactate dehydrogenase (1)	9	7	2	0	phosphoglycerate dehydrogenase (1);dehydrogenase (1);hydroxyacid dehydrogenase (1);amino acid adenylation domain-containing protein (1);hypothetical protein (1);2-hydroxyacid dehydrogenase (1)
1007810	isochorismatase (3)	9	7	2	0	anthranilate synthase (2);hypothetical protein (2)
1007903	rna polymerase sigma-70 factor (4)	10	7	3	0	rna polymerase sigma factor sigj (1);hypothetical protein (1);nucleoside-diphosphate sugar epimerase (1)
1007919	hypothetical protein (3)	10	7	3	0	glycosyltransferase (2);macrolide-inactivating glycosyltransferase (1);glycosyl transferase (1)
1008184	aldo/keto reductase (4)	9	7	2	0	hypothetical protein (2);serine protease (2);oxidoreductase (1)
1008380	serine/threonine protein kinase (3)	10	7	3	0	hypothetical protein (3);mfs transporter (1)
1008399	xre family transcriptional regulator (6)	11	7	4	0	hypothetical protein (1)
1008656	hypothetical protein (5)	9	7	2	0	fic family toxin-antitoxin system, toxin component (1);toxin doc (1)
1009002	mfs transporter (4)	12	7	5	0	heme abc transporter atp-binding protein (1);enterobactin transporter ents (1);hypothetical protein (1);abc transporter atp-binding protein (1)
1009200	rna polymerase sigma factor (4)	9	7	2	0	rna polymerase subunit sigma-70 (2);rna polymerase sigma factor rpod (1)
1004914	abc transporter atp-binding protein (3)	32	6	26	0	phosphate abc transporter atp-binding protein (1);n-acetyltransferase (1);hypothetical protein (1)
1004941	helicase (3)	8	6	2	0	hypothetical protein (3)
1005007	hypothetical protein (5)	9	6	3	0	cholesterol esterase (1)
1005009	sugar-binding protein (6)	8	6	2	0	NULL
1005018	beta-n-acetylhexosaminidase (3)	10	6	4	0	beta-n-acetylglucosaminidase (1);glycoside hydrolase family 3 protein (1);hypothetical protein (1)
1005226	response regulator (6)	8	6	2	0	NULL
1005259	is982 family transposase (6)	10	6	4	0	NULL
1005296	arac family transcriptional regulator (6)	8	6	2	0	class i sam-dependent methyltransferase (1)
1005297	is5 family transposase (3)	7	6	4	3	hypothetical protein (2);is5/is1182 family transposase (1)
1005335	abc transporter permease (6)	9	6	3	0	NULL
1005350	non-ribosomal peptide synthetase (2)	7	6	2	1	kr domain-containing protein (2);non-ribosomal peptide synthase (1);peptide synthetase (1)
1005416	xre family transcriptional regulator (4)	8	6	2	0	transcriptional regulator (2)
1005461	sugar abc transporter atp-binding protein (5)	23	6	17	0	abc transporter permease (1)
1005478	sulfatase-modifying factor protein (2)	11	6	5	0	protein kinase (1);tir domain-containing protein (1);formylglycine-generating enzyme family protein (1);hypothetical protein (1)
1005595	alpha-mannosidase (4)	8	6	2	0	alpha-1 2-mannosidase (2)
1005601	pectate lyase (6)	11	6	5	0	NULL
1005608	beta-ketoacyl-[acyl-carrier-protein] synthase family protein (3)	17	6	11	0	beta-ketoacyl synthase (1);b12-binding domain-containing radical sam protein (1);3-oxoacyl-acp synthase (1);beta-ketoacyl-[acyl-carrier-protein] synthase ii (1)
1005660	gntr family transcriptional regulator (2)	10	6	4	0	hypothetical protein (2);glycosyltransferase (2)
1005766	hypothetical protein (2)	9	6	3	0	l-lysine 6-monooxygenase (2);l-2,4-diaminobutyrate decarboxylase (1);aspartate aminotransferase family protein (1)
1005782	dna-binding response regulator (4)	20	6	14	0	duf4118 domain-containing protein (1);hypothetical protein (1)
1005784	enoyl-coa hydratase family protein (2)	12	6	6	0	bifunctional salicylyl-coa 5-hydroxylase/oxidoreductase (2);fad-dependent oxidoreductase (1);fad-binding protein (1)
1005816	heparinase (6)	13	6	7	0	NULL
1005904	1-deoxy-d-xylulose-5-phosphate synthase (5)	8	6	2	0	transketolase (1)
1005911	septum formation initiator (4)	8	6	2	0	pilus assembly protein (1);septum site-determining protein (1)
1005923	hypothetical protein (4)	10	6	4	0	nlpc/p60 family protein (1);glycoside hydrolase (1)
1006191	glutamate--cysteine ligase (5)	8	6	2	0	hypothetical protein (1)
1006233	carbamoyltransferase (6)	6	6	3	3	NULL
1006415	glycosyltransferase family 2 protein (3)	9	6	3	0	glycosyl transferase (2);hypothetical protein (1)
1006568	eama family transporter (2)	11	6	5	0	dna-directed rna polymerase sigma-70 factor (2);hypothetical protein (1);abc transporter permease (1)
1006682	acyl-coa dehydrogenase (5)	9	6	3	0	putative acyl-coa dehydrogenase (1)
1006717	amidase (6)	8	6	2	0	hypothetical protein (1)
1006989	fad-dependent oxidoreductase (5)	8	6	2	0	fad-binding protein (1)
1007013	iclr family transcriptional regulator (5)	8	6	2	0	hypothetical protein (1)
1007459	nad(p)/fad-dependent oxidoreductase (3)	8	6	2	0	fad-binding protein (1);oxidoreductase (1);msmeg_0569 family flavin-dependent oxidoreductase (1)
1007497	hypothetical protein (3)	8	6	2	0	peptidoglycan endopeptidase (2);nlpc/p60 family protein (1)
1007621	lyse family translocator (6)	10	6	4	0	NULL
1007707	abc transporter atp-binding protein (6)	11	6	5	0	NULL
1008097	acyl-coa synthetase (4)	8	6	2	0	hypothetical protein (1);long-chain fatty acid--coa ligase (1)
1008108	hypothetical protein (4)	8	6	2	0	1-hydroxy-2-methyl-2-butenyl 4-diphosphate reductase (2);squalene--hopene cyclase (1)
1008214	transcriptional regulator (3)	13	6	7	0	xre family transcriptional regulator (3)
1008413	hypothetical protein (2)	8	6	2	0	mmpl family transporter (2);membrane protein (2)
1008459	iclr family transcriptional regulator (5)	8	6	2	0	smp-30/gluconolactonase/lre family protein (1)
1008499	serine/threonine protein kinase (5)	8	6	2	0	hypothetical protein (1)
1008701	serine/threonine protein kinase (6)	9	6	3	0	sgnh/gdsl hydrolase family protein (1)
1008716	murein l,d-transpeptidase (3)	13	6	8	1	hypothetical protein (1);l,d-transpeptidase (1)
1008764	steroid 3-ketoacyl-coa thiolase (4)	13	6	7	0	enoyl-coa hydratase family protein (1);enoyl-coa hydratase/isomerase family protein (1)
1008895	chitinase (5)	17	6	11	0	glycoside hydrolase (1)
1008961	hypothetical protein (5)	9	6	3	0	ynce family protein (1)
1008983	aminoglycoside phosphotransferase family protein (5)	8	6	2	0	aminoglycoside phosphotransferase (1)
1009069	hypothetical protein (3)	8	6	2	0	kr domain-containing protein (2);acyltransferase (1);beta-ketoacyl synthase (1)
1009196	hd-gyp domain-containing protein (3)	9	6	3	0	metal-dependent phosphohydrolase (1);hd domain-containing protein (1);hypothetical protein (1)
1009271	mfs transporter (5)	12	6	6	0	tetr family transcriptional regulator (1)
1009307	NULL	6	6	6	6	NULL
1004909	is5/is1182 family transposase (4)	12	5	7	0	transposase (1)
1004965	glycosyltransferase family 1 protein (3)	47	5	42	0	glycosyltransferase (1);d-inositol-3-phosphate glycosyltransferase (1)
1005037	aspartate aminotransferase family protein (3)	7	5	2	0	siderophore biosynthesis protein (1);iron transporter (1)
1005040	hypothetical protein (3)	39	5	34	0	phage tail protein (2)
1005064	hypothetical protein (4)	12	5	7	0	sukh-3 domain containing protein (1)
1005116	mfs transporter (3)	34	5	29	0	fad-binding protein (2)
1005128	hypothetical protein (4)	7	5	2	0	ompa family protein (1)
1005208	arac family transcriptional regulator (5)	8	5	3	0	NULL
1005270	glycogen synthase (3)	8	5	3	0	glycosyl transferase (2)
1005280	sodium-dependent transporter (2)	13	5	8	0	hypothetical protein (2);integral membrane protein (1)
1005292	is701 family transposase (4)	10	5	6	1	hypothetical protein (1)
1005299	is1380 family transposase (5)	10	5	5	0	NULL
1005303	atp-grasp ribosomal peptide maturase (3)	7	5	3	1	hypothetical protein (1);putative atp-grasp-modified ripp (1)
1005304	multidrug abc transporter atpase (2)	13	5	8	0	abc transporter atp-binding protein (1);multidrug abc transporter permease (1);abc transporter permease (1)
1005316	siderophore biosynthesis protein (3)	7	5	2	0	iuca/iucc family siderophore biosynthesis protein (1);mfs transporter (1);iuca/iucc family protein (1)
1005321	rna polymerase sigma factor sigl (3)	9	5	4	0	rna polymerase subunit sigma-70 (1);hypothetical protein (1)
1005405	plasmid stabilization protein (4)	8	5	3	0	hypothetical protein (1)
1005468	alpha-galactosidase (2)	7	5	2	0	hypothetical protein (2);glycosyl hydrolase family 35 (1)
1005483	aspartate aminotransferase family protein (2)	14	5	9	0	adenosylmethionine--8-amino-7-oxononanoate transaminase (2);lrp/asnc family transcriptional regulator (1)
1005512	mfs transporter (5)	7	5	2	0	NULL
1005529	beta-xylosidase (2)	12	5	7	0	hydrolase (2);alpha-n-arabinofuranosidase (1)
1005554	hypothetical protein (2)	12	5	7	0	rna polymerase sigma factor (2);siderophore-interacting protein (1)
1005570	abc transporter permease (5)	29	5	24	0	NULL
1005583	is5/is1182 family transposase (4)	11	5	7	1	hypothetical protein (1)
1005615	hypothetical protein (5)	7	5	2	0	asch domain-containing protein (2)
1005622	metallophosphoesterase (3)	14	5	9	0	4'-phosphopantetheinyl transferase (2)
1005657	thymidylate synthase (4)	7	5	2	0	site-specific integrase (2);nucleoside-diphosphate kinase (1)
1005742	carbonic anhydrase (3)	10	5	6	1	hypothetical protein (1)
1005750	atp/gtp-binding protein (2)	10	5	5	0	transposase (1);hypothetical protein (1);atp-binding protein (1);dna-binding protein (1)
1005754	glycosyltransferase (4)	7	5	2	0	hypothetical protein (1)
1005857	abc transporter atp-binding protein (3)	9	5	5	1	abc transporter (2)
1005883	transcriptional regulator (4)	15	5	10	0	hth domain-containing protein (1)
1005900	serine/threonine protein kinase (4)	7	5	3	1	dead/deah box helicase (1)
1005916	prepilin peptidase (4)	7	5	2	0	transcriptional regulator (1)
1006013	3-oxosteroid 1-dehydrogenase (5)	7	5	2	0	class i sam-dependent methyltransferase (1)
1006060	hamp domain-containing protein (3)	7	5	2	0	atpase (1);hypothetical protein (1)
1006377	integrase (4)	7	5	2	0	hypothetical protein (3)
1006414	glycosyl transferase (5)	7	5	2	0	NULL
1006620	hypothetical protein (2)	8	5	3	0	nitrate abc transporter substrate-binding protein (2);abc transporter atp-binding protein (1)
1006623	NULL	39	5	39	5	NULL
1006672	llm class flavin-dependent oxidoreductase (4)	9	5	4	0	pyrimidine utilization protein a (1)
1006712	(2fe-2s)-binding protein (2)	10	5	5	0	hypothetical protein (1);xanthine dehydrogenase family protein subunit m (1);oxidoreductase (1)
1006877	dihydroxy-acid dehydratase (5)	9	5	4	0	NULL
1006914	hypothetical protein (3)	9	5	4	0	peptidase (1);peptidase s15 (1)
1007147	voc family protein (3)	7	5	2	0	hydrolase (1);hydroxylase (1)
1007195	cpaf family protein (3)	11	5	6	0	hypothetical protein (2)
1007277	rlob domain-containing protein (4)	7	5	2	0	atp-binding protein (1)
1007359	nad-dependent epimerase (5)	7	5	2	0	beta-ketoacyl synthase (1);hypothetical protein (1)
1007527	kr domain-containing protein (4)	5	5	2	2	methyltransferase domain-containing protein (1)
1007554	nad(p)/fad-dependent oxidoreductase (4)	7	5	2	0	neopentalenolactone d synthase (1)
1007595	hypothetical protein (5)	5	5	2	2	NULL
1007609	hypothetical protein (2)	7	5	2	0	maltokinase (2);1,4-alpha-glucan branching protein glgb (1)
1007687	tnsa-like heteromeric transposase endonuclease subunit (4)	7	5	2	0	integrase (1);hypothetical protein (1)
1007785	hypothetical protein (2)	7	5	2	0	aminoglycoside o-phosphotransferase aph(6)-ib (1);hydroxyurea phosphotransferase (1);kinase (1)
1007876	serine/threonine protein kinase (5)	7	5	2	0	NULL
1008032	hypothetical protein (2)	7	5	2	0	acyl-coa dehydrogenase (2);hydrolase (1)
1008120	serine hydrolase (4)	7	5	2	0	hypothetical protein (1)
1008136	xaa-pro aminopeptidase (2)	7	5	2	0	short chain dehydrogenase (1);hypothetical protein (1);kr domain-containing protein (1)
1008430	zeta toxin family protein (2)	7	5	3	1	atp/gtp-binding protein (1);zeta-toxin (1);hypothetical protein (1)
1008456	sam-dependent methyltransferase (2)	5	5	3	3	NULL
1008611	had family phosphatase (3)	8	5	3	0	hypothetical protein (2)
1008613	endoglucanase 1 (2)	8	5	3	0	endoglucanase (2);glycoside hydrolase (1)
1008616	tn3 family transposase (3)	7	5	2	0	hypothetical protein (2)
1008784	hypothetical protein (5)	8	5	3	0	type iv secretion protein rhs (1);rhs repeat protein (1)
1008836	mfs transporter (4)	7	5	2	0	hypothetical protein (2)
1009025	murein biosynthesis integral membrane protein murj (4)	9	5	5	1	NULL
1004996	hypothetical protein (4)	6	4	2	0	NULL
1005039	dna-binding response regulator (2)	10	4	6	0	sensor histidine kinase (2)
1005049	haloacid dehalogenase (1)	7	4	3	0	phosphatase (1);phosphoketolase family protein (1);glycoside hydrolase family 65 protein (1)
1005061	tetr/acrr family transcriptional regulator (3)	15	4	11	0	enoyl-coa hydratase family protein (1)
1005076	chemotaxis protein (2)	6	4	2	0	hypothetical protein (2)
1005106	aspartate aminotransferase family protein (2)	6	4	2	0	ornithine--oxo-acid transaminase (1);acetylornithine aminotransferase (1)
1005127	nad(p)-dependent oxidoreductase (3)	6	4	2	0	aminotransferase (1)
1005150	serine hydrolase (3)	6	4	2	0	hypothetical protein (1)
1005155	phytanoyl-coa dioxygenase (2)	10	4	6	0	hypothetical protein (1);duf1479 domain-containing protein (1)
1005156	duf58 domain-containing protein (2)	19	4	15	0	transglutaminase domain-containing protein (1);transglutaminase (1)
1005192	acyl-coa dehydrogenase (4)	12	4	8	0	NULL
1005222	isopenicillin n synthase family oxygenase (4)	10	4	6	0	NULL
1005236	dctp deaminase (4)	8	4	4	0	hypothetical protein (1)
1005326	dna polymerase iv (3)	16	4	12	0	dna polymerase iii subunit alpha (1)
1005348	thiolase (1)	6	4	2	0	protein dehydratase (1);thiolase domain-containing protein (1);acyl dehydratase (1)
1005359	hypothetical protein (2)	6	4	2	0	kr domain-containing protein (1);sdr family nad(p)-dependent oxidoreductase (1)
1005364	isas1 family transposase (2)	11	4	8	1	dde transposase family protein (1);hypothetical protein (1)
1005379	mfs transporter (3)	6	4	2	0	tetr/acrr family transcriptional regulator (1)
1005409	tetr/acrr family transcriptional regulator (4)	10	4	6	0	NULL
1005431	smi1/knr4 family protein (2)	5	4	2	1	cell wall assembly protein (1);glucan biosynthesis protein (1)
1005436	phosphotransferase (3)	7	4	3	0	aminoglycoside phosphotransferase (1)
1005521	sirohydrochlorin chelatase (2)	26	4	23	1	cobyrinic acid a,c-diamide synthase (1);hypothetical protein (1);threonine-phosphate decarboxylase (1)
1005557	sensor histidine kinase (2)	6	4	2	0	pas domain-containing sensor histidine kinase (1);hypothetical protein (1)
1005558	hypothetical protein (4)	6	4	2	0	NULL
1005563	hamp domain-containing protein (2)	9	4	5	0	hypothetical protein (1);atp-binding protein (1)
1005590	carbohydrate abc transporter substrate-binding protein (2)	6	4	2	0	sugar-binding protein (1);sugar abc transporter permease (1)
1005594	carbohydrate kinase (2)	6	4	2	0	glycerol kinase (1);l-2-hydroxyglutarate oxidase (1)
1005599	is701 family transposase (4)	9	4	5	0	NULL
1005606	aldo/keto reductase (4)	6	4	2	0	NULL
1005610	rna polymerase sigma factor sigm (2)	7	4	3	0	rna polymerase subunit sigma (1);rna polymerase sigma factor (1)
1005628	ndp-hexose 2,3-dehydratase (3)	7	4	3	0	gfo/idh/moca family oxidoreductase (1)
1005735	fadr family transcriptional regulator (2)	11	4	7	0	hypothetical protein (1);sdr family nad(p)-dependent oxidoreductase (1)
1005760	hypothetical protein (4)	6	4	2	0	NULL
1005763	isazo13 family transposase (2)	7	4	3	0	hypothetical protein (1);isazo13 family transposase isstu2 (1)
1005780	kr domain-containing protein (1)	6	4	2	0	thioesterase (1);hypothetical protein (1);peptide synthetase (1)
1005790	site-specific integrase (3)	6	4	2	0	hypothetical protein (1)
1005831	replicative dna helicase (2)	5	4	3	2	helicase dnab (1);hypothetical protein (1)
1005876	hypothetical protein (3)	7	4	3	0	ppx/gppa phosphatase (1)
1005901	hypothetical protein (2)	7	4	3	0	pd-(d/e)xk nuclease family protein (2)
